"","X","Event","Year","Game.Number","White.Player","White.ACPL","White.Num.Moves","Black.Player","Black.ACPL","Black.Num.Moves","Combined.ACPL","Black.Player_ID","White.Player_ID","PreDeepBlue"
"244",971,"lichess_study_1929-world-championship-alekhine-bogoljubow_by_Lichess_2021.11.29.pgn",1929,19,"Alekhine, Alexander",24.92105263,76,"Bogoljubow, Efim",36,76,60.92105263,"4","1",TRUE
"245",972,"lichess_study_1929-world-championship-alekhine-bogoljubow_by_Lichess_2021.11.29.pgn",1929,20,"Bogoljubow, Efim",36.31914894,47,"Alekhine, Alexander",35.31914894,47,71.63829787,"1","4",TRUE
"246",973,"lichess_study_1929-world-championship-alekhine-bogoljubow_by_Lichess_2021.11.29.pgn",1929,21,"Alekhine, Alexander",20.9375,48,"Bogoljubow, Efim",36.83333333,48,57.77083333,"4","1",TRUE
"247",974,"lichess_study_1929-world-championship-alekhine-bogoljubow_by_Lichess_2021.11.29.pgn",1929,22,"Bogoljubow, Efim",38.21052632,38,"Alekhine, Alexander",10.58974359,39,48.80026991,"1","4",TRUE
"248",975,"lichess_study_1929-world-championship-alekhine-bogoljubow_by_Lichess_2021.11.29.pgn",1929,23,"Alekhine, Alexander",16.3902439,82,"Bogoljubow, Efim",14.62195122,82,31.01219512,"4","1",TRUE
"249",976,"lichess_study_1929-world-championship-alekhine-bogoljubow_by_Lichess_2021.11.29.pgn",1929,24,"Bogoljubow, Efim",18.81081081,37,"Alekhine, Alexander",15.76315789,38,34.57396871,"1","4",TRUE
"250",977,"lichess_study_1929-world-championship-alekhine-bogoljubow_by_Lichess_2021.11.29.pgn",1929,25,"Alekhine, Alexander",20.7962963,54,"Bogoljubow, Efim",19.72727273,55,40.52356902,"4","1",TRUE
"251",477,"lichess_study_1934-world-championship-alekhine-bogoljubow-ii_by_Lichess_2021.11.29.pgn",1934,1,"Bogoljubow, Efim",20.703125,64,"Alekhine, Alexander",20.69230769,65,41.39543269,"1","4",TRUE
"252",478,"lichess_study_1934-world-championship-alekhine-bogoljubow-ii_by_Lichess_2021.11.29.pgn",1934,2,"Alekhine, Alexander",14.44444444,36,"Bogoljubow, Efim",37.25,36,51.69444444,"4","1",TRUE
"253",479,"lichess_study_1934-world-championship-alekhine-bogoljubow-ii_by_Lichess_2021.11.29.pgn",1934,3,"Bogoljubow, Efim",29.07692308,26,"Alekhine, Alexander",30.22222222,27,59.2991453,"1","4",TRUE
"254",480,"lichess_study_1934-world-championship-alekhine-bogoljubow-ii_by_Lichess_2021.11.29.pgn",1934,4,"Alekhine, Alexander",27.9,60,"Bogoljubow, Efim",41.28333333,60,69.18333333,"4","1",TRUE
"255",481,"lichess_study_1934-world-championship-alekhine-bogoljubow-ii_by_Lichess_2021.11.29.pgn",1934,5,"Bogoljubow, Efim",17.04,50,"Alekhine, Alexander",16.7,50,33.74,"1","4",TRUE
"256",482,"lichess_study_1934-world-championship-alekhine-bogoljubow-ii_by_Lichess_2021.11.29.pgn",1934,6,"Alekhine, Alexander",28.15254237,59,"Bogoljubow, Efim",26.68333333,60,54.83587571,"4","1",TRUE
"257",483,"lichess_study_1934-world-championship-alekhine-bogoljubow-ii_by_Lichess_2021.11.29.pgn",1934,7,"Bogoljubow, Efim",23.25,16,"Alekhine, Alexander",21.17647059,17,44.42647059,"1","4",TRUE
"258",484,"lichess_study_1934-world-championship-alekhine-bogoljubow-ii_by_Lichess_2021.11.29.pgn",1934,8,"Alekhine, Alexander",32.53968254,63,"Bogoljubow, Efim",34.44444444,63,66.98412698,"4","1",TRUE
"259",485,"lichess_study_1934-world-championship-alekhine-bogoljubow-ii_by_Lichess_2021.11.29.pgn",1934,9,"Bogoljubow, Efim",38.88888889,45,"Alekhine, Alexander",21.02173913,46,59.91062802,"1","4",TRUE
"260",486,"lichess_study_1934-world-championship-alekhine-bogoljubow-ii_by_Lichess_2021.11.29.pgn",1934,10,"Alekhine, Alexander",37.2,80,"Bogoljubow, Efim",29.49382716,81,66.69382716,"4","1",TRUE
"261",487,"lichess_study_1934-world-championship-alekhine-bogoljubow-ii_by_Lichess_2021.11.29.pgn",1934,11,"Bogoljubow, Efim",35.62295082,61,"Alekhine, Alexander",21.0483871,62,56.67133792,"1","4",TRUE
"262",488,"lichess_study_1934-world-championship-alekhine-bogoljubow-ii_by_Lichess_2021.11.29.pgn",1934,12,"Alekhine, Alexander",30.83783784,74,"Bogoljubow, Efim",30.78378378,74,61.62162162,"4","1",TRUE
"263",489,"lichess_study_1934-world-championship-alekhine-bogoljubow-ii_by_Lichess_2021.11.29.pgn",1934,13,"Bogoljubow, Efim",19.02739726,73,"Alekhine, Alexander",19.23287671,73,38.26027397,"1","4",TRUE
"264",490,"lichess_study_1934-world-championship-alekhine-bogoljubow-ii_by_Lichess_2021.11.29.pgn",1934,14,"Alekhine, Alexander",12.86792453,53,"Bogoljubow, Efim",10.71698113,53,23.58490566,"4","1",TRUE
"265",491,"lichess_study_1934-world-championship-alekhine-bogoljubow-ii_by_Lichess_2021.11.29.pgn",1934,15,"Bogoljubow, Efim",34.42028986,69,"Alekhine, Alexander",34.91304348,69,69.33333333,"1","4",TRUE
"266",492,"lichess_study_1934-world-championship-alekhine-bogoljubow-ii_by_Lichess_2021.11.29.pgn",1934,16,"Alekhine, Alexander",19.19047619,42,"Bogoljubow, Efim",35.76190476,42,54.95238095,"4","1",TRUE
"267",493,"lichess_study_1934-world-championship-alekhine-bogoljubow-ii_by_Lichess_2021.11.29.pgn",1934,17,"Bogoljubow, Efim",55.05,40,"Alekhine, Alexander",36.80487805,41,91.85487805,"1","4",TRUE
"268",494,"lichess_study_1934-world-championship-alekhine-bogoljubow-ii_by_Lichess_2021.11.29.pgn",1934,18,"Alekhine, Alexander",13.03703704,27,"Bogoljubow, Efim",13.42857143,28,26.46560847,"4","1",TRUE
"269",495,"lichess_study_1934-world-championship-alekhine-bogoljubow-ii_by_Lichess_2021.11.29.pgn",1934,19,"Bogoljubow, Efim",21.14035088,57,"Alekhine, Alexander",18.78947368,57,39.92982456,"1","4",TRUE
"270",496,"lichess_study_1934-world-championship-alekhine-bogoljubow-ii_by_Lichess_2021.11.29.pgn",1934,20,"Alekhine, Alexander",25.02325581,43,"Bogoljubow, Efim",24.75,44,49.77325581,"4","1",TRUE
"271",497,"lichess_study_1934-world-championship-alekhine-bogoljubow-ii_by_Lichess_2021.11.29.pgn",1934,21,"Bogoljubow, Efim",48.67741935,62,"Alekhine, Alexander",32.57142857,63,81.24884793,"1","4",TRUE
"272",498,"lichess_study_1934-world-championship-alekhine-bogoljubow-ii_by_Lichess_2021.11.29.pgn",1934,22,"Alekhine, Alexander",6.951219512,41,"Bogoljubow, Efim",6.219512195,41,13.17073171,"4","1",TRUE
"273",499,"lichess_study_1934-world-championship-alekhine-bogoljubow-ii_by_Lichess_2021.11.29.pgn",1934,23,"Bogoljubow, Efim",43.40350877,57,"Alekhine, Alexander",57.84210526,57,101.245614,"1","4",TRUE
"274",500,"lichess_study_1934-world-championship-alekhine-bogoljubow-ii_by_Lichess_2021.11.29.pgn",1934,24,"Alekhine, Alexander",36.34210526,38,"Bogoljubow, Efim",12.28205128,39,48.62415655,"4","1",TRUE
"275",501,"lichess_study_1934-world-championship-alekhine-bogoljubow-ii_by_Lichess_2021.11.29.pgn",1934,25,"Bogoljubow, Efim",46.11627907,43,"Alekhine, Alexander",22.06818182,44,68.18446089,"1","4",TRUE
"276",502,"lichess_study_1934-world-championship-alekhine-bogoljubow-ii_by_Lichess_2021.11.29.pgn",1934,26,"Alekhine, Alexander",21.82608696,23,"Bogoljubow, Efim",26.13043478,23,47.95652174,"4","1",TRUE
"277",530,"lichess_study_1935-world-championship-alekhine-euwe_by_Lichess_2021.11.29.pgn",1935,1,"Alekhine, Alexander",8.827586207,29,"Euwe, Max",38.10344828,29,46.93103448,"11","1",TRUE
"278",531,"lichess_study_1935-world-championship-alekhine-euwe_by_Lichess_2021.11.29.pgn",1935,2,"Euwe, Max",34.56818182,44,"Alekhine, Alexander",47.79545455,44,82.36363636,"1","11",TRUE
"279",532,"lichess_study_1935-world-championship-alekhine-euwe_by_Lichess_2021.11.29.pgn",1935,3,"Alekhine, Alexander",46.225,40,"Euwe, Max",62.45,40,108.675,"11","1",TRUE
"280",533,"lichess_study_1935-world-championship-alekhine-euwe_by_Lichess_2021.11.29.pgn",1935,4,"Euwe, Max",35.79069767,43,"Alekhine, Alexander",23.38636364,44,59.17706131,"1","11",TRUE
"281",534,"lichess_study_1935-world-championship-alekhine-euwe_by_Lichess_2021.11.29.pgn",1935,5,"Alekhine, Alexander",11.75757576,33,"Euwe, Max",10.94117647,34,22.69875223,"11","1",TRUE
"282",535,"lichess_study_1935-world-championship-alekhine-euwe_by_Lichess_2021.11.29.pgn",1935,6,"Euwe, Max",25.33333333,72,"Alekhine, Alexander",24.97222222,72,50.30555556,"1","11",TRUE
"283",536,"lichess_study_1935-world-championship-alekhine-euwe_by_Lichess_2021.11.29.pgn",1935,7,"Alekhine, Alexander",27.92307692,39,"Euwe, Max",39.1025641,39,67.02564103,"11","1",TRUE
"284",537,"lichess_study_1935-world-championship-alekhine-euwe_by_Lichess_2021.11.29.pgn",1935,8,"Euwe, Max",16.69117647,68,"Alekhine, Alexander",21.38235294,68,38.07352941,"1","11",TRUE
"285",538,"lichess_study_1935-world-championship-alekhine-euwe_by_Lichess_2021.11.29.pgn",1935,9,"Alekhine, Alexander",25.5,40,"Euwe, Max",40.425,40,65.925,"11","1",TRUE
"286",539,"lichess_study_1935-world-championship-alekhine-euwe_by_Lichess_2021.11.29.pgn",1935,10,"Euwe, Max",24.55,40,"Alekhine, Alexander",46.3,40,70.85,"1","11",TRUE
"287",540,"lichess_study_1935-world-championship-alekhine-euwe_by_Lichess_2021.11.29.pgn",1935,11,"Alekhine, Alexander",11.65517241,29,"Euwe, Max",10.76666667,30,22.42183908,"11","1",TRUE
"288",541,"lichess_study_1935-world-championship-alekhine-euwe_by_Lichess_2021.11.29.pgn",1935,12,"Euwe, Max",27,35,"Alekhine, Alexander",51.48571429,35,78.48571429,"1","11",TRUE
"289",542,"lichess_study_1935-world-championship-alekhine-euwe_by_Lichess_2021.11.29.pgn",1935,13,"Alekhine, Alexander",36.48275862,58,"Euwe, Max",35.81034483,58,72.29310345,"11","1",TRUE
"290",543,"lichess_study_1935-world-championship-alekhine-euwe_by_Lichess_2021.11.29.pgn",1935,14,"Euwe, Max",42.575,40,"Alekhine, Alexander",66.15,40,108.725,"1","11",TRUE
"291",544,"lichess_study_1935-world-championship-alekhine-euwe_by_Lichess_2021.11.29.pgn",1935,15,"Alekhine, Alexander",31.21666667,60,"Euwe, Max",30.8852459,61,62.10191257,"11","1",TRUE
"292",545,"lichess_study_1935-world-championship-alekhine-euwe_by_Lichess_2021.11.29.pgn",1935,16,"Euwe, Max",28.9375,64,"Alekhine, Alexander",20.04615385,65,48.98365385,"1","11",TRUE
"293",546,"lichess_study_1935-world-championship-alekhine-euwe_by_Lichess_2021.11.29.pgn",1935,17,"Alekhine, Alexander",11.18181818,22,"Euwe, Max",8.272727273,22,19.45454545,"11","1",TRUE
"294",547,"lichess_study_1935-world-championship-alekhine-euwe_by_Lichess_2021.11.29.pgn",1935,18,"Euwe, Max",16.06666667,15,"Alekhine, Alexander",13.33333333,15,29.4,"1","11",TRUE
"295",548,"lichess_study_1935-world-championship-alekhine-euwe_by_Lichess_2021.11.29.pgn",1935,19,"Alekhine, Alexander",17,56,"Euwe, Max",29.76785714,56,46.76785714,"11","1",TRUE
"296",549,"lichess_study_1935-world-championship-alekhine-euwe_by_Lichess_2021.11.29.pgn",1935,20,"Euwe, Max",22.525,40,"Alekhine, Alexander",28.975,40,51.5,"1","11",TRUE
"297",550,"lichess_study_1935-world-championship-alekhine-euwe_by_Lichess_2021.11.29.pgn",1935,21,"Alekhine, Alexander",28.58974359,39,"Euwe, Max",18.4,40,46.98974359,"11","1",TRUE
"298",551,"lichess_study_1935-world-championship-alekhine-euwe_by_Lichess_2021.11.29.pgn",1935,22,"Euwe, Max",13.52941176,17,"Alekhine, Alexander",15.94117647,17,29.47058824,"1","11",TRUE
"299",552,"lichess_study_1935-world-championship-alekhine-euwe_by_Lichess_2021.11.29.pgn",1935,23,"Alekhine, Alexander",24.36842105,57,"Euwe, Max",25.52631579,57,49.89473684,"11","1",TRUE
"300",553,"lichess_study_1935-world-championship-alekhine-euwe_by_Lichess_2021.11.29.pgn",1935,24,"Euwe, Max",25.1875,32,"Alekhine, Alexander",25.75,32,50.9375,"1","11",TRUE
"301",554,"lichess_study_1935-world-championship-alekhine-euwe_by_Lichess_2021.11.29.pgn",1935,25,"Alekhine, Alexander",37.43181818,44,"Euwe, Max",18.24444444,45,55.67626263,"11","1",TRUE
"302",555,"lichess_study_1935-world-championship-alekhine-euwe_by_Lichess_2021.11.29.pgn",1935,26,"Euwe, Max",23.02173913,46,"Alekhine, Alexander",34.13043478,46,57.15217391,"1","11",TRUE
"303",556,"lichess_study_1935-world-championship-alekhine-euwe_by_Lichess_2021.11.29.pgn",1935,27,"Alekhine, Alexander",21.1,40,"Euwe, Max",30.4,40,51.5,"11","1",TRUE
"304",557,"lichess_study_1935-world-championship-alekhine-euwe_by_Lichess_2021.11.29.pgn",1935,28,"Euwe, Max",18.69354839,62,"Alekhine, Alexander",15.46774194,62,34.16129032,"1","11",TRUE
"305",558,"lichess_study_1935-world-championship-alekhine-euwe_by_Lichess_2021.11.29.pgn",1935,29,"Alekhine, Alexander",9.551020408,49,"Euwe, Max",9.34,50,18.89102041,"11","1",TRUE
"306",559,"lichess_study_1935-world-championship-alekhine-euwe_by_Lichess_2021.11.29.pgn",1935,30,"Euwe, Max",29.94871795,39,"Alekhine, Alexander",42.20512821,39,72.15384615,"1","11",TRUE
"307",338,"lichess_study_1937-world-championship-alekhine-euwe-ii_by_Lichess_2021.11.29.pgn",1937,1,"Euwe, Max",17.48979592,49,"Alekhine, Alexander",35.55102041,49,53.04081633,"1","11",TRUE
"308",339,"lichess_study_1937-world-championship-alekhine-euwe-ii_by_Lichess_2021.11.29.pgn",1937,2,"Alekhine, Alexander",23.675,40,"Euwe, Max",37.5,40,61.175,"11","1",TRUE
"309",340,"lichess_study_1937-world-championship-alekhine-euwe-ii_by_Lichess_2021.11.29.pgn",1937,3,"Euwe, Max",14.52542373,59,"Alekhine, Alexander",13.61666667,60,28.1420904,"1","11",TRUE
"310",341,"lichess_study_1937-world-championship-alekhine-euwe-ii_by_Lichess_2021.11.29.pgn",1937,4,"Alekhine, Alexander",17.5,26,"Euwe, Max",11.73076923,26,29.23076923,"11","1",TRUE
"311",342,"lichess_study_1937-world-championship-alekhine-euwe-ii_by_Lichess_2021.11.29.pgn",1937,5,"Euwe, Max",23.55,40,"Alekhine, Alexander",39.4,40,62.95,"1","11",TRUE
"312",343,"lichess_study_1937-world-championship-alekhine-euwe-ii_by_Lichess_2021.11.29.pgn",1937,6,"Alekhine, Alexander",45.5,22,"Euwe, Max",69.59090909,22,115.0909091,"11","1",TRUE
"313",344,"lichess_study_1937-world-championship-alekhine-euwe-ii_by_Lichess_2021.11.29.pgn",1937,7,"Euwe, Max",44.6969697,33,"Alekhine, Alexander",14.91176471,34,59.6087344,"1","11",TRUE
"314",345,"lichess_study_1937-world-championship-alekhine-euwe-ii_by_Lichess_2021.11.29.pgn",1937,8,"Alekhine, Alexander",11.48,25,"Euwe, Max",48.48,25,59.96,"11","1",TRUE
"315",346,"lichess_study_1937-world-championship-alekhine-euwe-ii_by_Lichess_2021.11.29.pgn",1937,9,"Euwe, Max",17.9,40,"Alekhine, Alexander",16.65,40,34.55,"1","11",TRUE
"316",347,"lichess_study_1937-world-championship-alekhine-euwe-ii_by_Lichess_2021.11.29.pgn",1937,10,"Alekhine, Alexander",25.38461538,39,"Euwe, Max",47.8974359,39,73.28205128,"11","1",TRUE
"317",348,"lichess_study_1937-world-championship-alekhine-euwe-ii_by_Lichess_2021.11.29.pgn",1937,11,"Euwe, Max",17.37931034,29,"Alekhine, Alexander",15.9,30,33.27931034,"1","11",TRUE
"318",349,"lichess_study_1937-world-championship-alekhine-euwe-ii_by_Lichess_2021.11.29.pgn",1937,12,"Alekhine, Alexander",8.24,25,"Euwe, Max",6.28,25,14.52,"11","1",TRUE
"319",350,"lichess_study_1937-world-championship-alekhine-euwe-ii_by_Lichess_2021.11.29.pgn",1937,13,"Euwe, Max",24.92537313,67,"Alekhine, Alexander",30.73134328,67,55.65671642,"1","11",TRUE
"320",351,"lichess_study_1937-world-championship-alekhine-euwe-ii_by_Lichess_2021.11.29.pgn",1937,14,"Alekhine, Alexander",29.2745098,51,"Euwe, Max",36.41176471,51,65.68627451,"11","1",TRUE
"321",352,"lichess_study_1937-world-championship-alekhine-euwe-ii_by_Lichess_2021.11.29.pgn",1937,15,"Euwe, Max",8.213114754,61,"Alekhine, Alexander",7.918032787,61,16.13114754,"1","11",TRUE
"322",353,"lichess_study_1937-world-championship-alekhine-euwe-ii_by_Lichess_2021.11.29.pgn",1937,16,"Alekhine, Alexander",25.140625,64,"Euwe, Max",23.140625,64,48.28125,"11","1",TRUE
"323",354,"lichess_study_1937-world-championship-alekhine-euwe-ii_by_Lichess_2021.11.29.pgn",1937,17,"Euwe, Max",10.875,40,"Alekhine, Alexander",26.65,40,37.525,"1","11",TRUE
"324",355,"lichess_study_1937-world-championship-alekhine-euwe-ii_by_Lichess_2021.11.29.pgn",1937,18,"Alekhine, Alexander",9.84,50,"Euwe, Max",9.74,50,19.58,"11","1",TRUE
"325",356,"lichess_study_1937-world-championship-alekhine-euwe-ii_by_Lichess_2021.11.29.pgn",1937,19,"Euwe, Max",37.52083333,48,"Alekhine, Alexander",35.83333333,48,73.35416667,"1","11",TRUE
"326",357,"lichess_study_1937-world-championship-alekhine-euwe-ii_by_Lichess_2021.11.29.pgn",1937,20,"Alekhine, Alexander",17.1,40,"Euwe, Max",15.55,40,32.65,"11","1",TRUE
"327",358,"lichess_study_1937-world-championship-alekhine-euwe-ii_by_Lichess_2021.11.29.pgn",1937,21,"Euwe, Max",49.58064516,31,"Alekhine, Alexander",34.25,32,83.83064516,"1","11",TRUE
"328",359,"lichess_study_1937-world-championship-alekhine-euwe-ii_by_Lichess_2021.11.29.pgn",1937,22,"Alekhine, Alexander",19.8852459,61,"Euwe, Max",28.24590164,61,48.13114754,"11","1",TRUE
"329",360,"lichess_study_1937-world-championship-alekhine-euwe-ii_by_Lichess_2021.11.29.pgn",1937,23,"Euwe, Max",21.46938776,49,"Alekhine, Alexander",19.6,50,41.06938776,"1","11",TRUE
"330",361,"lichess_study_1937-world-championship-alekhine-euwe-ii_by_Lichess_2021.11.29.pgn",1937,24,"Alekhine, Alexander",19.25,40,"Euwe, Max",29.75,40,49,"11","1",TRUE
"331",362,"lichess_study_1937-world-championship-alekhine-euwe-ii_by_Lichess_2021.11.29.pgn",1937,25,"Euwe, Max",39.45238095,42,"Alekhine, Alexander",24.13953488,43,63.59191584,"1","11",TRUE
"332",142,"lichess_study_1948-world-championship-tournament_by_Lichess_2021.11.29.pgn",1948,1,"Smyslov, Vassily",9.941176471,51,"Reshevsky, Samuel Herman",21.7254902,51,31.66666667,"29","32",TRUE
"333",143,"lichess_study_1948-world-championship-tournament_by_Lichess_2021.11.29.pgn",1948,2,"Euwe, Max",56.58181818,55,"Keres, Paul",39.49090909,55,96.07272727,"20","11",TRUE
"334",144,"lichess_study_1948-world-championship-tournament_by_Lichess_2021.11.29.pgn",1948,3,"Smyslov, Vassily",9.625,40,"Reshevsky, Samuel Herman",8.625,40,18.25,"29","32",TRUE
"335",145,"lichess_study_1948-world-championship-tournament_by_Lichess_2021.11.29.pgn",1948,4,"Keres, Paul",15.96153846,26,"Smyslov, Vassily",51.73076923,26,67.69230769,"32","20",TRUE
"336",146,"lichess_study_1948-world-championship-tournament_by_Lichess_2021.11.29.pgn",1948,5,"Botvinnik, Mikhail",21.51612903,31,"Euwe, Max",43.4516129,31,64.96774194,"11","5",TRUE
"337",147,"lichess_study_1948-world-championship-tournament_by_Lichess_2021.11.29.pgn",1948,6,"Reshevsky, Samuel Herman",23.925,40,"Keres, Paul",42.175,40,66.1,"20","29",TRUE
"338",148,"lichess_study_1948-world-championship-tournament_by_Lichess_2021.11.29.pgn",1948,7,"Smyslov, Vassily",17.48837209,43,"Botvinnik, Mikhail",17.81818182,44,35.30655391,"5","32",TRUE
"339",149,"lichess_study_1948-world-championship-tournament_by_Lichess_2021.11.29.pgn",1948,8,"Euwe, Max",37.80487805,41,"Smyslov, Vassily",12.80952381,42,50.61440186,"32","11",TRUE
"340",150,"lichess_study_1948-world-championship-tournament_by_Lichess_2021.11.29.pgn",1948,9,"Botvinnik, Mikhail",27.70967742,31,"Reshevsky, Samuel Herman",50.87096774,31,78.58064516,"29","5",TRUE
"341",151,"lichess_study_1948-world-championship-tournament_by_Lichess_2021.11.29.pgn",1948,10,"Keres, Paul",29.19298246,57,"Botvinnik, Mikhail",17.81034483,58,47.00332728,"5","20",TRUE
"342",152,"lichess_study_1948-world-championship-tournament_by_Lichess_2021.11.29.pgn",1948,11,"Reshevsky, Samuel Herman",26.75,40,"Euwe, Max",34.29268293,41,61.04268293,"11","29",TRUE
"343",153,"lichess_study_1948-world-championship-tournament_by_Lichess_2021.11.29.pgn",1948,12,"Keres, Paul",29.78787879,33,"Euwe, Max",26.57575758,33,56.36363636,"11","20",TRUE
"344",154,"lichess_study_1948-world-championship-tournament_by_Lichess_2021.11.29.pgn",1948,13,"Reshevsky, Samuel Herman",14.59090909,44,"Smyslov, Vassily",13.61363636,44,28.20454545,"32","29",TRUE
"345",155,"lichess_study_1948-world-championship-tournament_by_Lichess_2021.11.29.pgn",1948,14,"Euwe, Max",13.07692308,39,"Botvinnik, Mikhail",11.525,40,24.60192308,"5","11",TRUE
"346",156,"lichess_study_1948-world-championship-tournament_by_Lichess_2021.11.29.pgn",1948,15,"Smyslov, Vassily",34.66071429,56,"Keres, Paul",20.22807018,57,54.88878446,"20","32",TRUE
"347",157,"lichess_study_1948-world-championship-tournament_by_Lichess_2021.11.29.pgn",1948,16,"Botvinnik, Mikhail",16.65384615,78,"Smyslov, Vassily",17.89873418,79,34.55258033,"32","5",TRUE
"348",158,"lichess_study_1948-world-championship-tournament_by_Lichess_2021.11.29.pgn",1948,17,"Keres, Paul",13.69565217,23,"Reshevsky, Samuel Herman",10.2173913,23,23.91304348,"29","20",TRUE
"349",159,"lichess_study_1948-world-championship-tournament_by_Lichess_2021.11.29.pgn",1948,18,"Reshevsky, Samuel Herman",43.78125,32,"Botvinnik, Mikhail",41.45454545,33,85.23579545,"5","29",TRUE
"350",160,"lichess_study_1948-world-championship-tournament_by_Lichess_2021.11.29.pgn",1948,19,"Smyslov, Vassily",25.30434783,69,"Euwe, Max",36.69565217,69,62,"11","32",TRUE
"351",161,"lichess_study_1948-world-championship-tournament_by_Lichess_2021.11.29.pgn",1948,20,"Botvinnik, Mikhail",22.90909091,22,"Keres, Paul",63.13636364,22,86.04545455,"20","5",TRUE
"352",162,"lichess_study_1948-world-championship-tournament_by_Lichess_2021.11.29.pgn",1948,21,"Euwe, Max",32.03571429,56,"Reshevsky, Samuel Herman",31.16071429,56,63.19642857,"29","11",TRUE
"353",163,"lichess_study_1948-world-championship-tournament_by_Lichess_2021.11.29.pgn",1948,22,"Euwe, Max",63.83333333,24,"Keres, Paul",21.88,25,85.71333333,"20","11",TRUE
"354",164,"lichess_study_1948-world-championship-tournament_by_Lichess_2021.11.29.pgn",1948,23,"Keres, Paul",8.170731707,41,"Smyslov, Vassily",7.023809524,42,15.19454123,"32","20",TRUE
"355",165,"lichess_study_1948-world-championship-tournament_by_Lichess_2021.11.29.pgn",1948,24,"Botvinnik, Mikhail",20.68571429,35,"Euwe, Max",36.82857143,35,57.51428571,"11","5",TRUE
"356",166,"lichess_study_1948-world-championship-tournament_by_Lichess_2021.11.29.pgn",1948,25,"Smyslov, Vassily",45.15,40,"Botvinnik, Mikhail",31.475,40,76.625,"5","32",TRUE
"357",167,"lichess_study_1948-world-championship-tournament_by_Lichess_2021.11.29.pgn",1948,26,"Reshevsky, Samuel Herman",38.83870968,62,"Keres, Paul",22.93650794,63,61.77521761,"20","29",TRUE
"358",168,"lichess_study_1948-world-championship-tournament_by_Lichess_2021.11.29.pgn",1948,27,"Euwe, Max",24.70731707,41,"Smyslov, Vassily",35.53658537,41,60.24390244,"32","11",TRUE
"359",169,"lichess_study_1948-world-championship-tournament_by_Lichess_2021.11.29.pgn",1948,28,"Botvinnik, Mikhail",44.70731707,41,"Reshevsky, Samuel Herman",22.34146341,41,67.04878049,"29","5",TRUE
"360",170,"lichess_study_1948-world-championship-tournament_by_Lichess_2021.11.29.pgn",1948,29,"Reshevsky, Samuel Herman",10.96,25,"Euwe, Max",8.807692308,26,19.76769231,"11","29",TRUE
"361",171,"lichess_study_1948-world-championship-tournament_by_Lichess_2021.11.29.pgn",1948,30,"Keres, Paul",33.77464789,71,"Botvinnik, Mikhail",25.625,72,59.39964789,"5","20",TRUE
"362",172,"lichess_study_1948-world-championship-tournament_by_Lichess_2021.11.29.pgn",1948,31,"Reshevsky, Samuel Herman",13.475,40,"Smyslov, Vassily",12.07317073,41,25.54817073,"32","29",TRUE
"363",173,"lichess_study_1948-world-championship-tournament_by_Lichess_2021.11.29.pgn",1948,32,"Keres, Paul",21.66666667,33,"Euwe, Max",39.72727273,33,61.39393939,"11","20",TRUE
"364",174,"lichess_study_1948-world-championship-tournament_by_Lichess_2021.11.29.pgn",1948,33,"Euwe, Max",14.5,28,"Botvinnik, Mikhail",10.57142857,28,25.07142857,"5","11",TRUE
"365",175,"lichess_study_1948-world-championship-tournament_by_Lichess_2021.11.29.pgn",1948,34,"Smyslov, Vassily",24.025,40,"Keres, Paul",36.125,40,60.15,"20","32",TRUE
"366",176,"lichess_study_1948-world-championship-tournament_by_Lichess_2021.11.29.pgn",1948,35,"Keres, Paul",32,40,"Reshevsky, Samuel Herman",14.725,40,46.725,"29","20",TRUE
"367",177,"lichess_study_1948-world-championship-tournament_by_Lichess_2021.11.29.pgn",1948,36,"Botvinnik, Mikhail",12.56962025,79,"Smyslov, Vassily",12.575,80,25.14462025,"32","5",TRUE
"368",178,"lichess_study_1948-world-championship-tournament_by_Lichess_2021.11.29.pgn",1948,37,"Smyslov, Vassily",11.16,25,"Euwe, Max",39,25,50.16,"11","32",TRUE
"369",179,"lichess_study_1948-world-championship-tournament_by_Lichess_2021.11.29.pgn",1948,38,"Reshevsky, Samuel Herman",62.30434783,46,"Botvinnik, Mikhail",47.72340426,47,110.0277521,"5","29",TRUE
"370",180,"lichess_study_1948-world-championship-tournament_by_Lichess_2021.11.29.pgn",1948,39,"Euwe, Max",31.87804878,41,"Reshevsky, Samuel Herman",15.19047619,42,47.06852497,"29","11",TRUE
"371",181,"lichess_study_1948-world-championship-tournament_by_Lichess_2021.11.29.pgn",1948,40,"Botvinnik, Mikhail",24.81355932,59,"Keres, Paul",35.69491525,59,60.50847458,"20","5",TRUE
"372",182,"lichess_study_1948-world-championship-tournament_by_Lichess_2021.11.29.pgn",1948,41,"Smyslov, Vassily",7.472222222,72,"Reshevsky, Samuel Herman",6.583333333,72,14.05555556,"29","32",TRUE
"373",183,"lichess_study_1948-world-championship-tournament_by_Lichess_2021.11.29.pgn",1948,42,"Euwe, Max",52.11764706,34,"Keres, Paul",21.05714286,35,73.17478992,"20","11",TRUE
"374",184,"lichess_study_1948-world-championship-tournament_by_Lichess_2021.11.29.pgn",1948,43,"Keres, Paul",9.958333333,48,"Smyslov, Vassily",9.666666667,48,19.625,"32","20",TRUE
